ind_num,ID,year_collected,continent,mainland_island,galapagos_other,island_group,galapagos_island,finch_beak,leaf_num,leaflet_length,number_of_leaflets,country,province_state,location,latitude,longitude,scale,herbarium,date,collector,collection.no,coordinate.notes,measurer_note,leaflet_length_log,leaflet_length_sqr
561,09.19.56 116,1954,North America,island,other,Turks and Caicos Islands (Lucayan Archipelago),NA,NA,1,8.777,17,NA,NA,"Between Comissioner's house and airfield, Grand Turk Island",21.4680118,-71.1398262,18.2528,HUH,22-Apr,C.B Lewis,NA,"Coordinates for Grand Turk Island, could not find specified location",NA,2.172134664,2.962600209
562,2187650,1954,Oceania,mainland,NA,NA,NA,NA,1,10.325,14,Australia,Queensland,"Sandhurst Bore, Millungera Station, Q'ld.",-19.655063,141.663491,21.2513,Smithsonian,Transcribed d/m/y: 5/8/54,"Speck, N. H.",4784,NA,NA,2.334568139,3.213253803
563,2739017,1973,Oceania,island,other,Lizard island,NA,NA,1,11.098,12,Australia,Queensland,"Lizard Island, (Great Barrier Reef). Along top of beach and beach ridge on NW side.",-14.65439,145.45184,21.2513,Smithsonian,26-Jun-73,"Fosberg, F. R.",54952,NA,1 leaf down the flower,2.406764912,3.331366086
564,2744026,1973,Oceania,island,other,Pipon Island,NA,NA,1,7.021,12,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,NA,NA,1.948905658,2.649716966
565,2744026,1973,Oceania,island,other,Pipon Island,NA,NA,2,7.448,14,Australia,Queensland,Cook District. Pipon Island.,-14.117823,144.528785,21.2513,Smithsonian,24-Oct-73,"Stoddart, D. R.",4891,NA,NA,2.00794554,2.729102417
566,2744179,1973,Oceania,island,other,Fife Island,NA,NA,1,6.979,14,Australia,Queensland,Cook District. Fife Island.,-13.654255,143.719129,21.2513,Smithsonian,28-Oct-73,"Stoddart, D. R.",4956a,NA,NA,1.94290564,2.641779703
567,2759964,1973,Oceania,island,other,Heron Island,NA,NA,1,11.259,14,Australia,Queensland,"Heron Island, Capricorn Group.",-23.442324,151.91505,21.2513,Smithsonian,30-Jun-73,"Fosberg, F. R.",55059,NA,NA,2.421167809,3.355443339
568,3182589,1960,Oceania,island,other,Hatutaa,NA,NA,1,12.09,16,French Polynesia,NA,steep slope above bay on SW end of island,-7.925742,-140.587406,21.2513,Smithsonian,23-Mar-60,"Decker, B. G.",316,NA,NA,2.492378665,3.47706773
569,3182590,1975,Oceania,island,other,Hiva Oa,NA,NA,1,8.223,14,French Polynesia,NA,"Hanamenu, site of old village",-9.769848,-139.14023,21.2513,Smithsonian,21-Feb-75,"Oliver, R. L.; Schäfer, P. A.",3198,NA,1 leaf down the flower,2.106935106,2.867577375
570,3182591,1964,Oceania,island,other,Ua Huka,NA,NA,1,10.168,14,French Polynesia,NA,Haavei Valley,-8.941308,-139.595205,21.2513,Smithsonian,22-Mar-64,"Decker, B. G.",1909,NA,NA,2.319245534,3.188730155
571,3182592,1975,Oceania,island,other,Hatutaa,NA,NA,1,6.357,16,French Polynesia,NA,Plateau centrale,-7.916683,-140.571603,21.2513,Smithsonian,21-Sep-75,"Thibault, J. -.",156,NA,NA,1.849556568,2.521309184
572,3219798,1988,Oceania,island,other,Hiva Oa,NA,NA,1,11.483,16,French Polynesia,NA,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,NA,NA,2.440867681,3.388657551
573,3219798,1988,Oceania,island,other,Hiva Oa,NA,NA,2,7.371,14,French Polynesia,NA,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,NA,NA,1.997553382,2.714958563
574,3219798,1988,Oceania,island,other,Hiva Oa,NA,NA,3,6.802,16,French Polynesia,NA,Baie de la pointe SW,-9.831206,-139.084934,21.2513,Smithsonian,10-Jul-88,"Florence, J.; Teikiteetini, M.",9388,NA,NA,1.917216687,2.608064416
575,3454639,2003,Oceania,island,other,Ua Pou,NA,NA,1,13.641,14,French Polynesia,NA,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,NA,NA,2.613079964,3.693372443
576,3454639,2003,Oceania,island,other,Ua Pou,NA,NA,2,17.286,14,French Polynesia,NA,"At km 6 of road heading north from Hakahau to airport, SE of Aneau bay",-9.353537,-140.066836,21.2513,Smithsonian,15-Jul-03,"Lorence, D. H.; Dunn, L.; Wood, K. R.; Teikiehuupoo, T.",9103,NA,NA,2.849896925,4.157643563
577,3457928,2003,Oceania,island,other,Ua Pou,NA,NA,1,13.286,16,French Polynesia,NA,Motu Oa: located on an offshore islet about 1/4 mile from the eastern side of Ua Pou. A seabird nesting site,-9.479648,-140.047202,21.2513,Smithsonian,21-Jul-03,"Dunn, L.; Wood, K. R.",273,NA,NA,2.586710849,3.644996571
578,3462912,2003,Oceania,island,other,Ua Pou,NA,NA,1,9.744,10,French Polynesia,NA,Anahoo bay and coastal cliffs above and between Hakahau,-9.350108,-140.052715,21.2513,Smithsonian,13-Jul-03,"Wood, K. R.",10281,NA,NA,2.276651711,3.121538082
579,14154,1873,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,1,3.811,16,Kiribati,NA,Christmas Islands.,1.873958,-157.427192,21.2518,Smithsonian,1873,"Street, -.",s.n.,NA,NA,1.337891622,1.952178271
580,2659485,1965,Oceania,island,other,Caroline Atoll,NA,NA,1,13.443,19,Kiribati,NA,The Central Pacific Islands. Caroline Atoll. Long Island.,-9.911974,-150.204527,21.2513,Smithsonian,17-Jun-65,"Long, C. R.",3245,NA,NA,2.598458524,3.666469692
581,2659491,1964,Oceania,island,other,McKean,NA,NA,1,7.534,16,Kiribati,NA,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,NA,1 leaf down the flower,2.019426109,2.744813291
582,2659491,1964,Oceania,island,other,McKean,NA,NA,2,7.286,18,Kiribati,NA,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,NA,NA,1.985954699,2.699259158
583,2659491,1964,Oceania,island,other,McKean,NA,NA,3,6.963,14,Kiribati,NA,The Central Pacific Islands. McKean Island. North end of the island.,-3.591492,-174.12295,21.2513,Smithsonian,18-Jul-64,"Long, C. R.",2033,NA,NA,1.940610416,2.638749704
584,2659492,1964,Oceania,island,other,McKean,NA,NA,1,5.518,14,Kiribati,NA,The Central Pacific Islands. McKean Island. Bottom half of the lagoon bowl on the north end of the island.,-3.594486,-174.12377,21.2513,Smithsonian,19-Oct-64,"Long, C. R.",2441,NA,NA,1.708015476,2.349042358
585,2659493,1964,Oceania,island,other,Starbuck,NA,NA,1,7.752,18,Kiribati,NA,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,NA,1 leaf down the flower,2.047950875,2.784241369
586,2659493,1964,Oceania,island,other,Starbuck,NA,NA,2,11.468,18,Kiribati,NA,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,NA,NA,2.439560548,3.386443562
587,2659493,1964,Oceania,island,other,Starbuck,NA,NA,3,8.965,18,Kiribati,NA,The Central Pacific Islands. Starbuck Island. On the north side.,-5.62908,-155.882764,21.2513,Smithsonian,26-Jun-64,"Long, C. R.",1938,NA,NA,2.193328107,2.994160984
588,2659501,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,1,7.296,18,Kiribati,NA,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.39767,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,NA,NA,1.987326253,2.701110883
589,2659501,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,2,8.319,20,Kiribati,NA,The Central Pacific Islands. Christmas Island. Area between airstrips on the north side.,1.988479,-157.39767,21.2513,Smithsonian,23-Nov-64,"Long, C. R.",2779,NA,NA,2.118542055,2.884267671
590,2659506,1964,Oceania,island,other,Kiritimati [Christmas] Atoll,NA,NA,1,8.239,20,Kiribati,NA,The Central Pacific Islands. Christmas Island. Near turnoff into Carver's Way all along the road north to the airport.,1.988327,-157.355633,21.2513,Smithsonian,16-Jun-64,"Long, C. R.",1899,NA,NA,2.108878977,2.87036583
591,2659645,1965,Oceania,island,other,Starbuck,NA,NA,1,19.244,19,Kiribati,NA,"The Central Pacific Islands. Starbuck Island. On the north beach, 1.2 mi. east of the west peninsula.",-5.627946,-155.879536,21.2513,Smithsonian,21-Jun-65,"Long, C. R.",3297,NA,NA,2.957199324,4.386798377
592,2659647,1964,Oceania,island,other,Manra [Sydney] Island,NA,NA,1,7.21,16,Kiribati,NA,The Central Pacific Islands. Sydney Island. On the south side.,-4.464358,-171.245849,21.2513,Smithsonian,24-Oct-64,"Long, C. R.; Woodward, P.",2574(Long),NA,NA,1.975468951,2.685144316
593,2659647,1964,Oceania,island,other,Manra [Sydney] Island,NA,NA,2,6.912,16,Kiribati,NA,The Central Pacific Islands. Sydney Island. On the south side.,-4.464358,-171.245849,21.2513,Smithsonian,24-Oct-64,"Long, C. R.; Woodward, P.",2574(Long),NA,NA,1.933259032,2.629068276
594,2659648,1964,Oceania,island,other,Manra [Sydney] Island,NA,NA,1,4.237,16,Kiribati,NA,The Central Pacific Islands. Sydney Island. Northwest side of the lagoon.,-4.447252,-171.252309,21.2513,Smithsonian,24-Oct-64,"Long, C. R.",2537,NA,NA,1.443855472,2.058397435
595,2680374,1973,Oceania,island,other,Manra [Sydney] Island,NA,NA,1,11.748,18,Kiribati,NA,"Phoenix Islands. (Central Pacific). Sydney Island, north side of atoll near lagoon.",-4.443852,-171.24231,21.2513,Smithsonian,8-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54862,NA,1 leaf down the flower,2.463683013,3.427535558
596,2680374,1973,Oceania,island,other,Manra [Sydney] Island,NA,NA,2,16.577,18,Kiribati,NA,"Phoenix Islands. (Central Pacific). Sydney Island, north side of atoll near lagoon.",-4.443852,-171.24231,21.2513,Smithsonian,8-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54862,NA,NA,2.808016192,4.071486215
597,2680449,1973,Oceania,island,other,Enderbury,NA,NA,1,10.147,20,Kiribati,NA,"Phoenix Islands. (Central Pacific). Enderbury I., South West corner of island.",-3.141397,-171.08829,21.2513,Smithsonian,1-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54750,NA,NA,2.317178095,3.185435606
598,2680449,1973,Oceania,island,other,Enderbury,NA,NA,2,11.604,20,Kiribati,NA,"Phoenix Islands. (Central Pacific). Enderbury I., South West corner of island.",-3.141397,-171.08829,21.2513,Smithsonian,1-Jun-73,"Fosberg, F. R.; Stoddart, D. R.",54750,NA,NA,2.451349866,3.406464443
599,2784981,1975,Oceania,island,other,Enderbury,NA,NA,1,9.377,16,Kiribati,NA,"Phoenix Islands. Enderbury Island. Southwest corner of island, near old colonist camp and red and white monument.",-3.141526,-171.08872,21.2513,Smithsonian,20-Mar-75,"Fosberg, F. R.",55709,NA,NA,2.238259882,3.06218876
600,2785004,1975,Oceania,island,other,McKean,NA,NA,1,8.23,16,Kiribati,NA,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,NA,NA,2.107786015,2.868797658
601,2785004,1975,Oceania,island,other,McKean,NA,NA,2,9.037,16,Kiribati,NA,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,NA,NA,2.201327261,3.006160342
602,2785004,1975,Oceania,island,other,McKean,NA,NA,3,9.285,14,Kiribati,NA,"Phoenix Islands. McKean Island. McKean Is., west side.",-3.5951,-174.125933,21.2513,Smithsonian,31-Mar-75,"Fosberg, F. R.",55789,NA,NA,2.228400195,3.047129797
603,6469,1936,Oceania,island,other,Malay Archipelago,NA,NA,1,8,14,Papua New Guinea,NA,Coast between Oriomo and Fly Rivers,-9.0348157,143.1862999,18.2528,HUH,Apr,L.J Brass,6469,Coordinates for Oriomo river,leaf at first node,2.079441542,2.828427125
604,3480971,1962,Oceania,island,other,Yule,NA,NA,1,9.473,14,Papua New Guinea,Central,"New Guinea. C. 3 miles north-west of Kairuku, Yule Island, Kairuku Subdistrict, Central District, Terr. of Papua. Along roadside near airstrip.",-8.824437,146.527631,21.2513,Smithsonian,2-Aug-62,"Darbyshire, P. J.",766,NA,NA,2.248445647,3.077823907
605,2159102,1953,Oceania,island,other,Johnston Island,NA,NA,1,9.023,16,U.S. Administered Pacific Islands,NA,The Pacific. Johnson Island. Shore.,16.729048,-169.533636,21.2513,Smithsonian,12-Nov-53,"Walker, E. H.",7396,NA,NA,2.199776873,3.003830887
606,2659471,1964,Oceania,island,other,Jarvis island,NA,NA,1,8.884,18,U.S. Administered Pacific Islands,NA,The Central Pacific Islands. Jarvis Island. Interior of the island.,-0.373664,-159.997894,21.2513,Smithsonian,16-Nov-64,"Long, C. R.",2692,NA,NA,2.184251906,2.980603966
607,2659484,1964,Oceania,island,other,Baker island,NA,NA,1,8.909,16,U.S. Administered Pacific Islands,NA,The Central Pacific Islands. Baker Island. Northeast corner of the island.,0.195216,-176.478306,21.2513,Smithsonian,14-Oct-64,"Long, C. R.",2393,NA,NA,2.187062002,2.9847948
608,2659484,1964,Oceania,island,other,Baker island,NA,NA,2,9.451,18,U.S. Administered Pacific Islands,NA,The Central Pacific Islands. Baker Island. Northeast corner of the island.,0.195216,-176.478306,21.2513,Smithsonian,14-Oct-64,"Long, C. R.",2393,NA,NA,2.246120556,3.074247875
609,2659499,1964,Oceania,island,other,Howland,NA,NA,1,8.643,16,U.S. Administered Pacific Islands,NA,The Central Pacific Islands. Howland Island.,0.807651,-176.616607,21.2513,Smithsonian,11-Oct-64,"Long, C. R.",2347,NA,NA,2.156749745,2.939897957
610,2659499,1964,Oceania,island,other,Howland,NA,NA,2,9.091,16,U.S. Administered Pacific Islands,NA,The Central Pacific Islands. Howland Island.,0.807651,-176.616607,21.2513,Smithsonian,11-Oct-64,"Long, C. R.",2347,NA,NA,2.207284913,3.015128521
611,2973178,1980,Oceania,island,other,Midway Atoll,NA,NA,1,16.566,16,U.S. Administered Pacific Islands,NA,"Eastern Islet, Midway Is.",28.208846,-177.330874,21.2513,Smithsonian,30-Jun-80,"Herbst, D. R.; Takeuchi, W. N.",6414,NA,NA,2.807352402,4.070135133
612,2973178,1980,Oceania,island,other,Midway Atoll,NA,NA,2,14.997,16,U.S. Administered Pacific Islands,NA,"Eastern Islet, Midway Is.",28.208846,-177.330874,21.2513,Smithsonian,30-Jun-80,"Herbst, D. R.; Takeuchi, W. N.",6414,NA,NA,2.707850181,3.872596029
613,836014,1908,North America,island,other,O`ahu,NA,NA,1,11.754,16,United States,Hawaii,"Honolulu, by roadsides",21.30755,-157.848171,21.2501,Smithsonian,Jul,"Riggs, L.",s.n.,NA,NA,2.464193608,3.428410711
614,836014,1908,North America,island,other,O`ahu,NA,NA,2,5.639,16,United States,Hawaii,"Honolulu, by roadsides",21.30755,-157.848171,21.2501,Smithsonian,Jul,"Riggs, L.",s.n.,NA,NA,1.729706745,2.37465787
615,892043,1916,North America,island,other,O`ahu,NA,NA,1,9.349,14,United States,Hawaii,"Waikiki, Honolulu",21.279891,-157.829694,21.2526,Smithsonian,19-Jun-16,"Hitchcock, A. S.",13835,NA,NA,2.235269386,3.057613448
616,1579223,1923,North America,island,other,Nihoa,NA,NA,1,20.208,18,United States,Hawaii,"Nihoa, southeast part of island",23.058671,-161.91779,21.2513,Smithsonian,17-Jun-23,"Caum, E. L.; Christophersen, E.; Caum, E. L.",78,NA,NA,3.006078566,4.495330911
617,1605341,1932,North America,island,other,Maui,NA,NA,1,5.433,11,United States,Hawaii,Between Wailuku and Lahaina,20.883215,-156.58856,21.2513,Smithsonian,Aug 1932 to May 1933,"Yuncker, T. G.",3485,NA,NA,1.692491468,2.330879662
618,1605341,1932,North America,island,other,Maui,NA,NA,2,9.47,10,United States,Hawaii,Between Wailuku and Lahaina,20.883215,-156.58856,21.2513,Smithsonian,Aug 1932 to May 1933,"Yuncker, T. G.",3485,NA,NA,2.248128907,3.077336511
619,1605341,1932,North America,island,other,Maui,NA,NA,3,5.956,10,United States,Hawaii,Between Wailuku and Lahaina,20.883215,-156.58856,21.2513,Smithsonian,Aug 1932 to May 1933,"Yuncker, T. G.",3485,NA,NA,1.784399115,2.440491754
620,1605483,1933,North America,island,other,O`ahu,NA,NA,1,11.029,16,United States,Hawaii,Along beach above Waianae Village,21.473184,-158.216643,21.2513,Smithsonian,22-Aug-33,"Yuncker, T. G.",3611,NA,NA,2.400528167,3.320993827
621,1669215,1936,North America,island,other,O`ahu,NA,NA,1,16.043,14,United States,Hawaii,Lahilahi,21.460935,-158.212163,21.2513,Smithsonian,23-Feb-36,"Degener, O.; Takamoto, M.; Shigewea, G.",10414,NA,3 leaf down the flower,2.775272617,4.005371394
622,2659488,1964,North America,island,other,Laysan,NA,NA,1,22.578,18,United States,Hawaii,West side of Layson Island,25.770259,-171.738141,21.2513,Smithsonian,19-Sep-64,"Long, C. R.",2377,NA,NA,3.116975981,4.751631299
623,2659643,1964,North America,island,other,Pearl and Hermes Atoll,NA,NA,1,13.392,16,United States,Hawaii,"North Islet, on sand spit, east side",27.916318,-175.765359,21.2513,Smithsonian,17-Sep-64,"Long, C. R.",2305,NA,NA,2.594657514,3.659508164
624,2659643,1964,North America,island,other,Pearl and Hermes Atoll,NA,NA,2,7.078,16,United States,Hawaii,"North Islet, on sand spit, east side",27.916318,-175.765359,21.2513,Smithsonian,17-Sep-64,"Long, C. R.",2305,NA,NA,1.956991382,2.66045109
625,2659644,1964,North America,island,other,Pearl and Hermes Atoll,NA,NA,1,13.741,18,United States,Hawaii,North Islet,27.916318,-175.765359,21.2513,Smithsonian,20-Aug-64,"Young, A. L.",126,NA,NA,2.620384064,3.706885485
626,3414252,1909,North America,island,other,Maui,NA,NA,1,9.543,16,United States,Hawaii,Waikapu.,20.842284,-156.523216,21.2513,Smithsonian,26-Mar-09,"Lyon, H. L.",s.n.,NA,NA,2.255807901,3.089174647
627,3414252,1909,North America,island,other,Maui,NA,NA,2,11.152,16,United States,Hawaii,Waikapu.,20.842284,-156.523216,21.2513,Smithsonian,26-Mar-09,"Lyon, H. L.",s.n.,NA,NA,2.411618854,3.339461034
628,3414252,1909,North America,island,other,Maui,NA,NA,3,10.797,16,United States,Hawaii,Waikapu.,20.842284,-156.523216,21.2513,Smithsonian,26-Mar-09,"Lyon, H. L.",s.n.,NA,NA,2.379268318,3.285878878
629,3414265,1966,North America,island,other,Lisianski,NA,NA,1,12.852,14,United States,Hawaii,"Lisianski, 300 yds from north shore",26.068155,-173.967197,21.2513,Smithsonian,16-Jun-66,"Shelton, P. C.",401,NA,NA,2.553499441,3.584968619
630,3414265,1966,North America,island,other,Lisianski,NA,NA,2,13.13,14,United States,Hawaii,"Lisianski, 300 yds from north shore",26.068155,-173.967197,21.2513,Smithsonian,16-Jun-66,"Shelton, P. C.",401,NA,1 leaf down the flower,2.574899688,3.623534186
631,3414265,1966,North America,island,other,Lisianski,NA,NA,3,14.575,14,United States,Hawaii,"Lisianski, 300 yds from north shore",26.068155,-173.967197,21.2513,Smithsonian,16-Jun-66,"Shelton, P. C.",401,NA,1 leaf down the flower,2.679307732,3.817721834
632,3414267,1981,North America,island,other,Hawai`i,NA,NA,1,14.384,20,United States,Hawaii,"South Point, Ka`u.","19.210655, -155.523135",-155.523135,21.2513,Smithsonian,15-Jan-81,"Kunitake, N.",ESP 307,NA,NA,2.666116478,3.792624421
633,3414267,1981,North America,island,other,Hawai`i,NA,NA,2,10.249,20,United States,Hawaii,"South Point, Ka`u.","19.210655, -155.523135",-155.523135,21.2513,Smithsonian,15-Jan-81,"Kunitake, N.",ESP 307,NA,1 leaf down the flower,2.32718014,3.201405941
634,3414273,1963,North America,island,other,Laysan,NA,NA,1,17.697,20,United States,Hawaii,Laysan Island,25.768105,-171.734472,21.2513,Smithsonian,4-Dec-63,"Tsuda, R. T.",485,NA,NA,2.873395134,4.206780241
635,3568729,1950,North America,island,other,O`ahu,NA,NA,1,15.773,16,United States,Hawaii,Blow Hole.,21.282199,-157.677085,21.2513,Smithsonian,25-Jan-50,"Specht, R.",s.n.,NA,NA,2.758299618,3.971523637
636,3639341,1851,North America,island,other,Hawai`i,NA,NA,1,15.642,18,United States,Hawaii,NA,19.619758,-155.497544,21.2513,Smithsonian,1851 to 1855 (--- 1851 to --- 1855),"Remy, M. J.",627,NA,NA,2.749959604,3.954996839
637,3639341,1851,North America,island,other,Hawai`i,NA,NA,2,12.519,16,United States,Hawaii,NA,19.619758,-155.497544,21.2513,Smithsonian,1851 to 1855 (--- 1851 to --- 1855),"Remy, M. J.",627,NA,NA,2.52724749,3.538219891
638,1878571,1944,South America,mainland,NA,NA,NA,NA,1,5.158,12,Bolivia,Cochabamba,Above Arani.,-17.399289,-66.163191,21.2513,Smithsonian,Transcribed d/m/y: /2/44,"Cárdenas, M.",2375,NA,NA,1.640548907,2.27112307
639,1878571,1944,South America,mainland,NA,NA,NA,NA,2,5.314,12,Bolivia,Cochabamba,Above Arani.,-17.399289,-66.163191,21.2513,Smithsonian,Transcribed d/m/y: /2/44,"Cárdenas, M.",2375,NA,NA,1.670344847,2.305211487
640,1878571,1944,South America,mainland,NA,NA,NA,NA,3,2.914,12,Bolivia,Cochabamba,Above Arani.,-17.399289,-66.163191,21.2513,Smithsonian,Transcribed d/m/y: /2/44,"Cárdenas, M.",2375,NA,NA,1.069526708,1.707044229
